paper_key,file,page,value,unit,topic,gravity_context,snippet
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,175,75001,Pa,thermophysical/mechanical property,earth/1g,"Réservoirs - IPRA, UMR-5150 CNRS-TOTAL, E2S - Université de Pau et des Pays de l’Adour, Pau, France e-mail: guillaume.galliero@univ-pau.fr F. Croccolo Centre National d’Etudes Spatiales (CNES), 2, Place Maurice Quentin, 75001 Paris, France P .-A. Artola· B. Rousseau Laboratoire de Chimie-Physique, UMR 8000, CNRS, Université Paris-Sud, Orsay, France V . V esovic Department of Earth Science and Engineering, Imperial College London, London, UK M."
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,177,0.03,K,thermal condition,unspecified,"ravitational segregation is assumed to be the most important [4]. However, if there is a temperature gradient within the reservoir, and most reservoir ﬂuids are subject to at least a vertical geothermal gradient of about 0.03 K/m [ 3], the coupling of heat and mass ﬂuxes [5] leads to a phenomenon known as thermodiffusion, which is also referred to as Soret effect. Thermodiffusion has been shown to strongly inﬂuence compositional distribution p"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,182,40,mm,length scale/microstructure,unspecified,"s to an initially open motorized cylindrical rotating ball valve which, when closed, divides the inner volume into two exactly equal halves. The dimensions of the inner cylinder of the HP cells are: a total length of L = 40 mm and a diameter of D = 6 mm, which becomes a bit narrower in the channel that crosses the ball of the valve, resulting in a total volume of about 1.2 mL. Kalrez 6375 O-ring were selected as sealing materials for the tita"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,182,6,mm,length scale/microstructure,unspecified,"ized cylindrical rotating ball valve which, when closed, divides the inner volume into two exactly equal halves. The dimensions of the inner cylinder of the HP cells are: a total length of L = 40 mm and a diameter of D = 6 mm, which becomes a bit narrower in the channel that crosses the ball of the valve, resulting in a total volume of about 1.2 mL. Kalrez 6375 O-ring were selected as sealing materials for the titanium end parts and for the"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,183,0.05,K,thermal condition,unspecified,"he orbital ﬂight the two aluminium blocks of every HP cell were maintained at different temperatures, so as to induce thermodiffusion inside the ﬂuid contained therein. Pt100 sensors with accuracy standard uncertainty of 0.05 K placed at the two ends of each HP cell are used to monitor temperatures through the duration of the experiment. Time-stamped temperature readings are stored in a ﬂash disk also contained in the C-Box. At the end of the"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,184,50.8,°C,thermal condition,unspecified,"have been studied under high pressure in a monophasic state. Table 1 summarizes the composition and pressures used in the six different experi- mental HP cells. Pressures correspond to the in-ﬂight average temperature of 50.8 °C at which experiments were performed, as further elucidated in Sect. 2 of Chap. 3. The ﬂuids in HP cells A–D are in a compressed liquid state, while HP cells E and F contain compressed gas, which on lowering the pressure"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,185,50.8,°C,thermal condition,earth/1g,"SCCO: Thermodiffusion for the Oil and Gas Industry 181 3.1 Fluid Preparation and HP Cell Filling Process The experiments were performed at pressures given in Table 1 and at the ﬂight operating average temperature of 50.8 °C [ 23]. In order to achieve these conditions, the HP cells were ﬁlled on the ground at 20 °C under a ﬁlling pressure that corresponds to the target pressure for each HP cell at the ﬂight operating temperature. The requir"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,185,20,°C,thermal condition,earth/1g,"Filling Process The experiments were performed at pressures given in Table 1 and at the ﬂight operating average temperature of 50.8 °C [ 23]. In order to achieve these conditions, the HP cells were ﬁlled on the ground at 20 °C under a ﬁlling pressure that corresponds to the target pressure for each HP cell at the ﬂight operating temperature. The required ﬁlling pressure was estimated by means of a Peng-Robinson equation of state [ 84], as the"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,20,°C,thermal condition,unspecified,".1.2 Quaternary Mixture (Gas Condensate) Preparation and Filling The quaternary mixtures of HP cells E and F are single phase at the operating tem- perature and pressures of Table 1. However, at the ﬁlling temperature of 20 °C and corresponding ﬁlling pressures they are phase-separated. Hence, it is not possible to use the protocol described in Sect.3.1.1 and a new protocol was designed. The SCCO HP cells were initially ﬁlled with methane (C1"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,20,MPa,thermophysical/mechanical property,unspecified,"corresponding ﬁlling pressures they are phase-separated. Hence, it is not possible to use the protocol described in Sect.3.1.1 and a new protocol was designed. The SCCO HP cells were initially ﬁlled with methane (C1) at 20 MPa. The pump 2 was then ﬁlled with a C5–nC7–nC10 equimolar ternary mixture using the same procedure as described above, while pure methane was introduced into pump 3 at a pressure of 27.5 MPa. Then, from pump 3 the desired"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,27.5,MPa,thermophysical/mechanical property,unspecified,"tially ﬁlled with methane (C1) at 20 MPa. The pump 2 was then ﬁlled with a C5–nC7–nC10 equimolar ternary mixture using the same procedure as described above, while pure methane was introduced into pump 3 at a pressure of 27.5 MPa. Then, from pump 3 the desired quantity of methane was transferred into pump 2. The quaternary mixture so obtained was homogenized and pressurized to 27.5 MPa and then transferred into the HP cells. The HP cells volume"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,66,°C,thermal condition,unspecified,"ed in only very small residual accelerations. Inside the C-box, a set of heaters (one per HP cell) and Peltier’s (one per triad) elements maintained a relatively stable temperature difference between approximately 36 and 66 °C at each of the six samples. After activation and the initial transitory phase, the target temperatures at the two triads were met in about 40 min. Actual temperatures measured at the HP cell sides are displayed in Fig."
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,40,min,gravity/time/facility,unspecified,"ned a relatively stable temperature difference between approximately 36 and 66 °C at each of the six samples. After activation and the initial transitory phase, the target temperatures at the two triads were met in about 40 min. Actual temperatures measured at the HP cell sides are displayed in Fig. 4, illustrating that during the remaining operational time, about 270 h long, the temperatures at the hot and cold sides of each high pressure HP"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,±0.05,K,thermal condition,microgravity/space,"red at the HP cell sides are displayed in Fig. 4, illustrating that during the remaining operational time, about 270 h long, the temperatures at the hot and cold sides of each high pressure HP cell were stable to within ±0.05 K. Average values of the temperatures measured at each side of the HP cells, after the short transient, are provided in Table 2. Tightly attached to its SJ-10 cold plate, the C-Box containing the 6 HP cells kept a rather"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,21,°C,thermal condition,microgravity/space,"ratures measured at each side of the HP cells, after the short transient, are provided in Table 2. Tightly attached to its SJ-10 cold plate, the C-Box containing the 6 HP cells kept a rather constant temperature of about 21 °C for the whole experimental run; it decreased to about 19 °C at the end of the orbital ﬂight (see purple curves in"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,186,19,°C,thermal condition,microgravity/space,"rt transient, are provided in Table 2. Tightly attached to its SJ-10 cold plate, the C-Box containing the 6 HP cells kept a rather constant temperature of about 21 °C for the whole experimental run; it decreased to about 19 °C at the end of the orbital ﬂight (see purple curves in"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,187,12,min,gravity/time/facility,unspecified,"relatively constant value of 1.18 ± 0.05 bar. On April 17th at 21:09, the temperature control at two extremities of the six HP cells was automatically switched-off, following the closure of the intercepting valves about 12 min earlier. The subsequent slow decrease in temperature at both extremities of the HP cells observed in Fig. 4, had no effect on the mixture composition as the ﬂuids remained safely conﬁned within the two separate halves o"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,187,6,cm,length scale/microstructure,unspecified,"effect on the mixture composition as the ﬂuids remained safely conﬁned within the two separate halves of the HP cells. Typical diffusion coefﬁcients in this kind of hydrocarbon mixtures are at least of the order of 10 − 6 cm2 s− 1 [17], which combined with a HP cell length L = 4c mg i v e sa maximum experimental characteristic time, τmax, of about 2.5 × 105 s. The duration of the runs, about 4 τmax, is so considered long enough for the sepa"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,187,2.5 × 105,,length scale/microstructure,unspecified,"fusion coefﬁcients in this kind of hydrocarbon mixtures are at least of the order of 10 − 6 cm2 s− 1 [17], which combined with a HP cell length L = 4c mg i v e sa maximum experimental characteristic time, τmax, of about 2.5 × 105 s. The duration of the runs, about 4 τmax, is so considered long enough for the separation inside the six HP cells to have attained steady state. Twenty-four hours after capsule recovery, the SCCO C-Box was brought back"
