paper_key,file,page,value,unit,topic,gravity_context,snippet
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,256,40,%,alloy composition,microgravity/space,"The chamber pressure is monitored by a pressure transducer. The oxygen concentration is measured by an oxygen transducer in real time. Oxygen concentrations speciﬁed for the four ﬂame spread tests are 25%, 30%, 35%, and 40%, respectively, whereas the pressure is at 101 kPa. The microgravity experiments are performed one by one during the orbital ﬂight mission. The experimental procedure is automatically controlled. Firstly, an initial ﬂow"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,261,80,%,alloy composition,microgravity/space,"he reutilization ratio has an opposite variation trend. At the boundary between uniform ﬂame and ﬂamelets, the loss ratio is about 55%. For ﬂamelets with an extremely low spread rate at extinction, the loss ratio exceeds 80%, which is in accordance with the ﬁnding of Olson et al. [ 28]. 6 Summary The problem of ﬂame spread over solid materials in low-velocity ﬂow regime is of fundamental interest and practical importance for spacecraft ﬁre"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,267,45,%,alloy composition,microgravity/space,"ill serve as the dominant primary energy supply for several decades more due to the limited sources or reserve of renew- able energy. It is expected in 2030, coal-ﬁred units will increase to 1350 GW, still accounting for 45% of the total installed capacity in China. Combustion is the main way for coal utilization, producing power and heat. When coal is burnt in the furnace of a boiler, the chemical energy stored in the coal turns into the t"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,278,21,%,alloy composition,microgravity/space,"erved that in all microgravity experiment conditions, homogeneous ignition occurred. The volatile matter ﬂames dominated the early combustion pro- cess regardless of the gravity. For low oxygen concentration, i.e., VO2 = 21%, under"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,280,30,%,alloy composition,microgravity/space,"maller in size at μg than at 1-g. This was because that at μg the molecular transport and heat transfer became weaker, inducing a slower heating rate and burning process. However, at a high O 2 concentration, e.g., VO2 ≥ 30%, under μg and 1-g conditions, the particle burnt very intensively with a volatile matter ﬂame of irregular surface. The ﬂame surface burst at some locations where the burning intensity was obviously higher than average"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,282,21,%,alloy composition,microgravity/space,"Experimental Study on Coal Combustion at Microgravity 279 VO2=50%VO2=21% Fig. 13 Temporal variations of the surface temperature (T s) and center temperature (T c) measured as compared to the calculated particle surface temperature, reprinted from Ref. [21], copyright 2015, with permission fr"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,282,50,%,alloy composition,microgravity/space,"Experimental Study on Coal Combustion at Microgravity 279 VO2=50%VO2=21% Fig. 13 Temporal variations of the surface temperature (T s) and center temperature (T c) measured as compared to the calculated particle surface temperature, reprinted from Ref. [21], copyright 2015, with permis"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,349,1,%,alloy composition,earth/1g,"omparing the measured growth rate with the calculated one. Kinoshita et al. have successfully grown homogeneous InGaAs and SiGe single crystals using the TLZ method on ground, and the chemical inhomogeneity is lower than 1% within the whole growth areas, both along the axial and radial directions [ 88–90]. Although the TLZ method has been used for growing semiconductor alloys on ground [88, 89], it is still a great challenge to fabricate l"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,350,± 1.5,at %,alloy composition,microgravity/space,"ctor Crystals Under Microgravity 349 reported the growth of SiGe alloy crystal with a diameter of 10 mm in and a growth length of 17.2 mm by the TLZ method under microgravity [ 91]. The concentration of Ge is about 48.5 ± 1.5 at % along the center line of the grown crystal, and the peripheral concentration proﬁle reveals a similar Ge concentration. That is, both the axial and radial concentration variations are small [ 92, 93]. They also found th"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,354,15.4,%,alloy composition,microgravity/space,"les should be same under the same temperature gradients. However, the experimental results show that the (111) A and (111) B samples have quite different growth rates (Fig. 13), and the growth rate of the (111) B face is 15.4% higher than that of (111) A. Apparently, the growth rate is also severely inﬂuenced by the concentration gradient ∂CL ∂T , and the lower growth rate of (111) A sample has a close correlation with the lower dissolution o"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,366,90,%,alloy composition,microgravity/space,"Cd alloy: the phase diagram indicates that the alloy can be selected, but its surface tension is unknown; (d) Sn–Cu alloy: the surface tension of Cu is extremely high. Seen from the phase diagram, when Sn content exceeds 90%, Sn–Cu alloy can be com- pletely melted within the temperature range, the substrate carrier is Cu in the space experiment as well. During the observation of Marangoni convec- tion phenomenon under microgravity, as we ca"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,395,3.5,wt.%,alloy composition,microgravity/space,"Abtew M, Selvaduray G (2000) Lead-free solders in microelectronics. Mater Sci Eng: R: Rep 27(5):95–141 10. Ochoa F, Williams JJ, Chawla N (2003) Effects of cooling rate on the microstructure and tensile behavior of a Sn-3.5 wt.% Ag solder. J Electr Mater 32(12):1414–1420 11. Hu WR, Zhao JF, Long M et al (2014) Space program SJ-10 of microgravity research. Microgravity Sci Technol 26(3):159–169 12. Xu B, Chen J, Y uan Z et al (2016) Spreading dy"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,31,0.1,Hz,field/power,earth-vs-microgravity comparison,"leration is shown in Table 1. 4.8.1 Improvement of the Quasi-steady Micro-gravity Environment Quasi-steady acceleration represents the microgravity varies little over long time period, typically with frequency lower than 0.1 Hz. Quasi-steady acceleration exists mainly due to rotation of the satellite, the gradient of the earth gravitational ﬁeld and drag of the atmosphere. Additionally, the recoverable satellite uses thrusters for attitude con"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,35,292,Hz,field/power,earth/1g,"frared earth sensor is negligible compared to pumps and air fans. Acceleration caused by the pumps of the ﬂuid loop is below 500 mg (milli gravity) at the location where the pump is installed, with frequencies of 146 and 292 Hz. Acceleration caused by the air fan is about 70 mg at the location where it is installed."
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,45,0,Hz,field/power,microgravity/space,"d in the re-entry capsule and the other is installed in the sealed capsule. Although quartz ﬂexibleness accelerometer of microgravity admeasuring appara- tus can measure the DC component (the frequency of acceleration is 0 Hz), the offset and resolution of microgravity admeasuring apparatus can not satisfy the requirement for measurement of quasi-steady acceleration on satellite. Then quasi-steady acceler- ation caused by atmospheric drag an"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,47,0.1,Hz,field/power,microgravity/space,"ttitude maneuver, the results of microgravity measurements are shown in the Fig. 10. Making use of FIR low pass ﬁlter to process the signal in Fig. 10, the window function is KASIER, the cut-off frequency of pass band is 0.1 Hz, and the attenuation of pass band is less than 1 dB. Given that the cut-off frequency of stop band is 0.2 Hz and the attenuation of stop band is more than 80 dB, the vibration acceleration in the process of attitude man"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,49,292,Hz,field/power,earth/1g,"down (X direction) 0 50 100 150 200 250 300 350 10 -8 10 -6 10 -4 10 -2 10 0 frequency (Hz) amplitude (mg) Fig. 14 Amplitude frequency diagram after ﬂuid loop pumps shut down (X direction) closed, two peaks near 146 and 292 Hz are disappeared, implying that the inﬂuence of ﬂuid loop pump mainly concentrates upon 146 and 292 Hz which is consistent with the result of ground experiment. Making use of band pass ﬁlter to process these data and ext"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,51,146,Hz,field/power,earth-vs-microgravity comparison,"System Design and Flight Results of China … 43 400 450 500 550 600 -0.8 -0.6 -0.4 -0.2 0 0.2 0.4 0.6 0.8 time (s) amplitude (mg) Fig. 17 Inﬂuence of ﬂuid loop pump on sealed module (X direction near 146 Hz after ﬁltering) Table 5 Micro vibration environment inﬂuenced by equipment on the SJ-10 platform Infrared earth sensor, mg Gyro, mg Pump, mg Air fan, mg X About 0.3 About 0.05 0.2–1.8 0.3 Y About 0.2 About 0.05 0.3–2 0."
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,52,0.1–300,Hz,field/power,microgravity/space,0 160 -8 -6 -4 -2 0 2 4 6 time (s) amplitude (mg) Fig. 18 Curve of measured micro vibration on orbit Table 6 Microgravity environment of SJ-10satellite Sealed module Re-entry module Platform micro vibration environment (0.1–300 Hz) Approximately 0.6–2 mg frequency of peak value (approximately 146 Hz) approximately 0.4–2 mg frequency of peak value (approximately 146 Hz) Transient micro vibration environment 10− 3 to 3 × 10− 2 g 10− 3 to 4 × 10− 2
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,52,0–0.1,Hz,field/power,microgravity/space,e (approximately 146 Hz) approximately 0.4–2 mg frequency of peak value (approximately 146 Hz) Transient micro vibration environment 10− 3 to 3 × 10− 2 g 10− 3 to 4 × 10− 2 g Quasi steady state microgravity environment (0–0.1 Hz) Orbit control: ≈ 1m g Attitude adjustment: better than 4 × 10− 5 g Quiet state: 10− 6 g; centroid: 10− 7 to 10− 6 g Quasi steady state microgravity inﬂuenced by attitude adjustment thruster: 10− 6 to 10− 5 g 5.2.4 Eval
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,52,146,Hz,field/power,microgravity/space,ed micro vibration on orbit Table 6 Microgravity environment of SJ-10satellite Sealed module Re-entry module Platform micro vibration environment (0.1–300 Hz) Approximately 0.6–2 mg frequency of peak value (approximately 146 Hz) approximately 0.4–2 mg frequency of peak value (approximately 146 Hz) Transient micro vibration environment 10− 3 to 3 × 10− 2 g 10− 3 to 4 × 10− 2 g Quasi steady state microgravity environment (0–0.1 Hz) Orbit control
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,71,10,Hz,field/power,microgravity/space,"erefore, perform a numerical study in a same cell geometry conﬁguration and wall excitation condition to obtain the zero-gravity particle distri- bution. One set of the simulation results at condition that frequency fr = 10 Hz and shaking amplitude Ar = 3 mm, is shown in Fig. 16. Dividing the cell into 20 equal parts along the vibration direction, particle counts in each division are averaged for different total number N . Except for situatio"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,73,7,Hz,field/power,microgravity/space,"ll’s demon. 2.4.3 The Effect of Total Number N on the Segregation ε In the SJ-10 experiment, the segregation is observed at total particle number N = 2400, cell length = 80 mm, and with right-end shaking at frequency f = 7 Hz, ampli- tude A = 2 mm, (equivalently acceleration /Gamma1= 0.38g). The vibration intensity is characterized by the acceleration /Gamma1= Ar (2π fr )2/g, where g is the acceleration of gravity. In the simulation, we set"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,220,0.1,Hz,field/power,earth-vs-microgravity comparison,"atellite of China, the SJ-10 satellite [ 26, 44, 45], carried by the CZ-2D carrier rocket at 1:38 ′04′′ am, April 6, 2016. The payload was sent into the 250 km earth orbit, offering high-quality (better than 10− 3 g, @ ≤ 0.1Hz) microgravity for long experimental duration [ 46]. Figure 11a shows the setup. It was mainly a test section with a constant current sup- ply to provide overloaded current, a thermocouple temperature measurement system,"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,320,2–3,Hz,field/power,microgravity/space,"ple placement, reprinted from reference [ 23]. Copyright 2018, with permission from Journal of Crystal Growth for the X-ray diagnostics was about 5 × 5m m2 with a spatial resolution of 3–5 μm and a temporal resolution of 2–3 Hz. The X-ray source was based on a microfocus transmission target in molybdenum using polychromatic radiation with a peak at 17.5 keV . Figure11 is the schematic layout of the XRMON-GF furnace. This facility was successfu"
